web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620528775-17581,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-44.html,"Estrena, Entre Refugio y Zibata, 3 Recámaras, 2.5 Baños, Alberca, de Lujo.","MN 1,390,000",3 rec.,"2
					
						baños",101 m²
1620529374-19052,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-2.html,Preventa Casa Cerca del Mirador de 3 Recamaras y 155 M²!,"MN 2,450,000",3 rec.,"3
					
						baños",132 m²
1620529859-20291,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-20.html,"Se Vende Preciosa Residencia en Grand Juriquilla, 3 Recamara","MN 4,150,000",3 rec.,"3
					
						baños",308 m²
1620528660-17284,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,"Hermosa Residencia en Milenio, 4 Recamaras, Roof Garden, Jar","MN 3,100,000",4 rec.,"3
					
						baños",136 m²
1620527709-14944,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-47.html,Casa en Venta en Cumbres del Lago,"MN 5,220,000",4 rec.,"5
					
						baños",245 m²
1620528013-15655,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-17.html,"Casa en Venta en Cumbres del Lago, Minimalista. - Doble Altura, de Autor.","MN 5,250,000",3 rec.,"4
					
						baños",303 m²
1620528099-15892,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-7.html,"Se Vende Residencia en Cumbres del Lago, Gran Jardín, Doble","MN 7,950,000",3 rec.,"3
					
						baños",319 m²
1620527808-15185,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,"En La Condesa Juriquilla, 3 Recámaras, Estudio, Jardín, 3 Baños, 2 Autos, Lujo!","MN 3,000,000",3 rec.,"3
					
						baños",189 m²
1620528730-17450,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-49.html,Casa en Venta en El Refugio en Privada Unico,"MN 4,490,000",3 rec.,"2
					
						baños",176 m²
1620528738-17484,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-48.html,Casa en Venta en El Refugio Queretaro Rcv - Pm,"MN 7,500,000",4 rec.,"5
					
						baños",396 m²
1620528039-15740,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-14.html,"Preciosa Residencia en Cumbres del Lago, 5 Habitaciones, 5.5 Baños, Jardín,.","MN 7,300,000",5 rec.,"5
					
						baños",367 m²
1620529236-18746,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,Venta Casa El Campanario,"MN 36,000,000",4 rec.,"6
					
						baños",1367 m²
1620528470-16768,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,"Preciosa Casa, El Pueblito Centro, San Joaquín, 3 Recámaras, 2.5 Baños, Alberca","MN 1,737,500",3 rec.,"2
					
						baños",126 m²
1620528566-17031,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,Pre Venta Casas - Milenio III - Queretaro,"MN 4,150,000",3 rec.,"3
					
						baños",192 m²
1620529600-19604,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-49.html,Venta Casa en Grand Juriquilla Ll,"MN 2,750,000",3 rec.,"2
					
						baños",195 m²
1620528862-17777,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-35.html,"Preciosa Casa en El Refugio, 3 Habitaciones, Estudio, Jardín","MN 2,800,000",3 rec.,"2
					
						baños",201 m²
1620528721-17420,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-50.html,Casa en Venta en El Refugio Queretaro,"MN 3,400,000",2 rec.,"2
					
						baños",261 m²
1620528594-17113,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-10.html,"Preciosa Casa en Milenio III, Seguridad, Roof Garden, 3.5 B","MN 2,790,000",3 rec.,"3
					
						baños",144 m²
1620529248-18765,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-7.html,"Preciosa Residencia en El Campanario, 5 Recamaras, 6.5 Baños","MN 18,500,000",5 rec.,"6
					
						baños",723 m²
1620527848-15253,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-34.html,"La Condesa Juriquilla, 3 Recámaras, 2 en P. B, Jardín, Roof Garden, Jacuzzi, Lujo","MN 4,100,000",3 rec.,"3
					
						baños",217 m²
1620528298-16382,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta en Privada en Jurica Campestre Queretaro,"MN 16,500,000",5 rec.,"4
					
						baños",780 m²
1620529694-19836,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,"Hermosa Casa en Grand Juriquilla, 3 Recamaras, 2.5 Baños, T.","MN 2,500,000",3 rec.,"3
					
						baños",194 m²
1620529205-18676,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-11.html,Casa en Venta El Campanario Querétaro Rcv - Pd,"MN 18,500,000",4 rec.,"4
					
						baños",750 m²
1620529163-18584,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,En Venta Casa Cerca de Paseo Querétaro en Residencial El Refugio,"MN 3,950,000",3 rec.,"3
					
						baños",254 m²
1620528946-18005,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-26.html,Casa en Venta en El Refugio,"MN 2,350,000",3 rec.,"2
					
						baños",128 m²
1620529001-18136,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-20.html,"Preciosa Casa Entre Refugio y Zibatá, Alberca, 3 Recámaras","MN 1,655,000",3 rec.,"2
					
						baños",100 m²
1620527996-15604,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,Casa en Venta en Cumbres del Lago,"MN 5,200,000",4 rec.,"5
					
						baños",300 m²
1620529289-18854,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Casa en Venta en Lomas del Campanario Norte,"MN 7,900,000",3 rec.,"4
					
						baños",300 m²
1620529384-19058,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,Casa 4 Recámaras con Cocina de Regalo Área Mirador,"MN 1,990,000",4 rec.,"2
					
						baños",120 m²
1620528380-16560,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-2.html,Casa en Venta en Los Candiles,"MN 1,350,000",2 rec.,"2
					
						baños",105 m²
1620529610-19612,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-48.html,"Preciosa Casa en Preserve Grand Juriquilla, 3 Recamaras, Roof Garden, Sala Tv","MN 2,350,000",3 rec.,"2
					
						baños",160 m²
1620530020-20755,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,"Casa en Venta en La Reserva, Juriquilla, 3 Recámaras, Roof Garden","MN 5,500,000",3 rec.,"4
					
						baños",190 m²
1620528175-16092,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-3.html,Casa Venta Centro Sur Misiones III,"MN 3,750,000",3 rec.,"4
					
						baños",180 m²
1620528660-17289,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,"Hermosas 4 Casas en Milenio III, 3 Recámaras, 2.5 Baños, Conjunto Privado, Lujo","MN 2,180,000",3 rec.,"2
					
						baños",126 m²
1620528436-16687,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-9.html,"El Pueblito Centro, Privada con Alberca, Una Planta, 2 Recámaras, T.140 m², Lujo","MN 2,128,000",3 rec.,"2
					
						baños",140 m²
1620529574-19530,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,Casas en Venta en San Isidro Juriquilla,"MN 1,935,000",3 rec.,"2
					
						baños",129 m²
1620527720-14976,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-46.html,Casa en Venta en Juriquilla,"MN 17,000,000",4 rec.,"6
					
						baños",920 m²
1620528816-17658,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-40.html,"Estrena Casa Entre El Refugio y Zibatá, 3 Recámaras, Alberca, 2.5 Baños","MN 1,707,665",3 rec.,"2
					
						baños",130 m²
1620529216-18700,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,Casa en Venta en El Campanario,"MN 12,850,000",3 rec.,"4
					
						baños",602 m²
1620528602-17143,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-9.html,"Preciosa Casa en Milenio III, Roof Garden, Alberca, 3 Recama","MN 3,350,000",3 rec.,"2
					
						baños",135 m²
1620529092-18383,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-10.html,"El Refugio, 3 Recámaras, 2.5 Baños, Estudio, Jardín, Acabados Premium, Ganela.","MN 2,100,000",3 rec.,"2
					
						baños",138 m²
1620529943-20530,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-10.html,Casa de 4 hab.(1 en P. B.) en Lomas de Juriquilla,"MN 5,000,000",4 rec.,"4
					
						baños",350 m²
1620528626-17183,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,"Hermosa Casa en Milenio, Esquina, 3 Recamaras, Estudio, Jardín, T.153 m², Ganala","MN 2,850,000",3 rec.,"2
					
						baños",155 m²
1620527778-15120,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-40.html,"Preciosa Residencia en Cumbres del Lago, en Privada, 4 Recam","MN 4,600,000",4 rec.,"3
					
						baños",264 m²
1620528602-17150,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-9.html,"Hermosa Casa en Milenio III, Seguridad 24.7, Alberca 4ta Rec","MN 3,250,000",4 rec.,"3
					
						baños",132 m²
1620528634-17205,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-6.html,Casa en Venta en Milenio 3a. Sección,"MN 3,350,000",3 rec.,"3
					
						baños",135 m²
1620529349-19005,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,Hermosa Casa Cerca del Mirador con 4 Recamaras y 180 M²!,"MN 2,500,000",4 rec.,"3
					
						baños",128 m²
1620528470-16780,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,"Hermosas Casas en El Pueblito Centro, Roof Garden, Alberca, 3 Recámaras, Premium","MN 2,080,000",3 rec.,"2
					
						baños",101 m²
1620528406-16621,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,Casa en Venta en Villas Corregidora Hermosa Bien Ubicada con Alberca Vig 24 /7,"MN 2,100,000",3 rec.,"3
					
						baños",283 m²
1620528784-17606,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-43.html,"Estrena Casa Entre El Refugio y Zibatá, 3 Recámaras, Alberca","MN 1,762,100",3 rec.,"2
					
						baños",130 m²
1620530011-20719,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,Casa con 5 Recamaras en Punta Juriquilla,"MN 9,500,000",5 rec.,"5
					
						baños",300 m²
1620529694-19832,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,"Casa en Venta - Villas del Mesón, Juriquilla - Queretaro - C1400","MN 7,500,000",3 rec.,"3
					
						baños",1073 m²
1620529482-19252,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-63.html,Hermosa Casa en Esquina con Alberca en La Mejor y Mas Segura Zona de Queretaro,"MN 4,400,000",4 rec.,"3
					
						baños",250 m²
1620529154-18563,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-3.html,"Hermosa Casa en Venta en El Refugio, 3 Recámaras, Estudio o 4ta Recámara, Jardín","MN 2,850,000",3 rec.,"3
					
						baños",293 m²
1620528219-16200,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa en Venta en Jurica,"MN 7,900,000",3 rec.,"4
					
						baños",1000 m²
1620529092-18381,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-10.html,Aprovecha y Estrena Una Linda Casa en El Refugio,"MN 3,190,000",3 rec.,"3
					
						baños",165 m²
1620529281-18829,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Casa en Venta El Campanario Queretaro Rcv - Ae,"MN 38,900,000",5 rec.,"5
					
						baños",1537 m²
1620529491-19293,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-62.html,"Hermosa Casa en Juriquilla San Isidro, Doble Altura, Roof Garden, 3 Recamaras,.","MN 3,139,000",3 rec.,"2
					
						baños",140 m²
1620528253-16306,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,"Hermosa Residencia en Jurica! Terreno de 1,100 m², de Lujo, Gran Jardín, Premium!","MN 9,400,000",3 rec.,"5
					
						baños",1100 m²
1620528436-16690,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-9.html,Casa en Corregidora,"MN 4,600,000",4 rec.,"4
					
						baños",200 m²
1620528064-15795,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,"Estrena Hermosa Casa en Cumbres del Lago, con Roof Garden, Alberca. 3 Recámaras","MN 3,250,000",3 rec.,"2
					
						baños",184 m²
1620529952-20563,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-9.html,Casa en Venta Condesa Juriquilla Querétaro,"MN 6,390,000",4 rec.,"6
					
						baños",286 m²
1620529330-18941,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-6.html,El Mirador Casa con Amplio Jardín Interior y 111 M²!,"MN 1,789,444",3 rec.,"2
					
						baños",120 m²
1620527878-15289,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-32.html,"Bonita Residencia en El Condado, Roof Garden, Jardín, 3 Recaras, Sala Tv, Lujo","MN 3,250,000",3 rec.,"2
					
						baños",150 m²
1620529591-19576,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-50.html,Casa de 3 Hab. en San Francisco Juriquilla Ln,"MN 5,600,000",3 rec.,"4
					
						baños",480 m²
1620529001-18144,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-20.html,Casa en Venta El Refugio Torre de Piedra Rcv - Cp,"MN 4,300,000",3 rec.,"3
					
						baños",395 m²
1620528142-16027,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,"Se Vende Residencia de Autor en Cumbres del Lago, Gran Terre","MN 5,600,000",3 rec.,"3
					
						baños",387 m²
1620528651-17257,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-4.html,"En Venta Casa en Milenio III, Roof Garden, Jardín, Alberca","MN 3,350,000",3 rec.,"3
					
						baños",135 m²
1620529985-20642,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-5.html,"Casa en Venta en Lomas de Juriquilla, Querétaro","MN 5,200,000",3 rec.,"3
					
						baños",250 m²
1620529226-18722,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,Casa en Venta en El Campanario Querétaro,"MN 41,300,000",5 rec.,"5
					
						baños",1800 m²
1620529893-20375,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,"Casa en Privada con Vigilancia 24/7, Excelente Ubicación en Juriquilla","MN 2,680,000",3 rec.,"2
					
						baños",159 m²
1620528738-17482,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-48.html,Casa en Venta en Venta en El Refugio,"MN 2,990,000",2 rec.,"3
					
						baños",254 m²
1620528064-15803,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,Venta Casas - Cumbres del Lago - Juriquilla - Queretaro,"MN 3,200,000",3 rec.,"2
					
						baños",193 m²
1620528151-16040,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,Casa con Opción a 4ta Recámara y Cuarto de Servicio y 51 m²,"MN 3,713,000",3 rec.,"3
					
						baños",221 m²
1620529665-19767,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-42.html,Preciosa Casa en Grand Juriquilla Jardin Grande Acabados Excelentes,"MN 2,350,000",3 rec.,"2
					
						baños",219 m²
1620529196-18653,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-12.html,"Residencia de Autor en El Campanario, Vista Al Lago, Terren","MN 26,000,000",4 rec.,"5
					
						baños",1250 m²
1620529610-19628,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-48.html,Hermosa Casa en Venta en Lomas de Juriquilla,"MN 4,350,000",3 rec.,"3
					
						baños",250 m²
1620527905-15377,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-29.html,"Se Vende Residencia en Cumbres del Lago, 3 Niveles, Sótano","MN 5,450,000",3 rec.,"3
					
						baños",270 m²
1620529859-20284,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-20.html,"Residencia en Grand Juriquilla, 3 Recámaras, Gran Jardín, Estudio, Equipada Lujo","MN 3,500,000",3 rec.,"3
					
						baños",235 m²
1620529674-19788,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Casa en Venta en Cumbres del Lago Juriquilla, Qro.","MN 4,500,000",4 rec.,"3
					
						baños",270 m²
1620528748-17488,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,Casa en Venta en El Refugio Ganala,"MN 3,100,000",3 rec.,"2
					
						baños",112 m²
1620529665-19751,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-42.html,"Se Vende Casa en Grand Juriquilla, Preciosa, Family Room, 3","MN 2,750,000",3 rec.,"2
					
						baños",194 m²
1620527794-15148,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-38.html,"Residencia de Autor en Cumbres del Lago, Jardín, Estudio, Fa","MN 6,300,000",3 rec.,"3
					
						baños",280 m²
1620529111-18436,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-8.html,"Preciosa Casa en El Refugio, 4ta Recamara en Pb, 3 Baños Com","MN 3,080,000",4 rec.,"3
					
						baños",129 m²
1620528004-15625,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-18.html,"Proyecto de Construcción en La Condesa Juriquilla, 4ta Recamara, 5.5 Baños","MN 4,320,000",4 rec.,"5
					
						baños",200 m²
1620530020-20747,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,"Casa en Venta en Cumbres del Lago, Juriquilla","MN 7,600,000",4 rec.,"5
					
						baños",315 m²
1620529205-18679,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-11.html,Preventa 2022 Casa en El Campanario de 5 Recamaras y 900 M²!,"MN 40,000,000",5 rec.,"7
					
						baños",1300 m²
1620529927-20478,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,"Hermosa Casa en Juriquilla, San Isidro, Jardín, Estudio o 4t","MN 2,300,000",3 rec.,"2
					
						baños",145 m²
1620528721-17416,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-50.html,"Estrena Hermosa Casa en El Refugio, Alberca, 3 Recamaras, 2.5 Baños, Jardín","MN 2,450,000",3 rec.,"2
					
						baños",128 m²
